GCA_000807975.1|L747_04235	GCA_000833405.1|N624_2101	GCA_002017995.1|LG101_04940	GCA_002117225.1|AZI09_07150	GCA_002117325.1|AZI10_07490	GCA_002117345.1|AZI11_05660	GCA_002117375.1|AZI12_05705	GCA_002532155.1|OJNHFJDN_02015	GCA_003184305.1|CCS05_05705	GCA_006228205.1|UCCLBBS124_1016	GCA_006228225.1|SAC12_1027	GCA_006228245.1|UCCLB556_0915	GCA_006228265.1|UCCLB95_0944	GCA_006228285.1|UCCLBBS449_1461	GCA_006228305.1|UCCLB521_0913	GCA_006538845.1|LBR02_04100	GCA_006538905.1|LBR03_06560	GCA_009741845.1|GII22_05300	GCA_015238595.1|GNY08_04930	GCA_020509325.1|IAX23_01750	GCA_020741515.1|K8V89_06970	GCA_021383565.1|KB236_03110	GCA_021384395.1|LL940_08405	GCA_021384405.1|LL937_11265	GCA_021384415.1|LLM24_11545	GCA_021384445.1|LL939_11805	GCA_021384495.1|LL934_11605	GCA_021384505.1|LL942_08215	GCA_021384515.1|LL938_11375	GCA_021384555.1|LL945_08350	GCA_021384565.1|LL941_11280	GCA_021384595.1|LL943_11540	GCA_021384615.1|LL936_07325	GCA_024330045.1|NMO39_01585	GCA_025194305.1|EFR96_09720	GCA_025194385.1|EFS16_10930	GCA_025194405.1|EFS18_01470	GCA_025194465.1|EFS17_11505	GCA_025194515.1|EFS12_04465	GCA_025194545.1|EFS11_10945	GCA_025447255.1|N7L94_05160	GCA_026410225.1|OSJ94_03145	GCA_026622905.1|HJNLGKMP_01941	GCA_026626025.1|ORR04_01230	GCA_030378305.1|QTN53_04925	GCA_039839865.1|ABGN26_01790	GCA_900116945.1|NDEPAJBD_00380	GCA_900116975.1|HKAJCJDL_01745	GCA_900116995.1|IKIEPMFM_00932	GCA_900117015.1|BBJIONDP_01706	GCA_900117025.1|PHHBCBHJ_02442	GCA_900117045.1|KIFFLEHN_00217	GCA_902386565.1|JIJAMNCH_00290	GCA_925279105.1|FBDNDNPJ_00628	GCF_001010995.1|AAX72_RS01410	GCF_001923045.1|ADT67_RS10745	GCA_023744035.1|NE295_08615	GCF_001636145.1|AWV73_RS04645
GCA_000807975.1|L747_05260	GCA_000833405.1|N624_1847	GCA_002017995.1|LG101_05995	GCA_002117225.1|AZI09_05980	GCA_002117325.1|AZI10_06320	GCA_002117345.1|AZI11_06860	GCA_002117375.1|AZI12_06910	GCA_002532155.1|OJNHFJDN_01872	GCA_003184305.1|CCS05_06835	GCA_006228205.1|UCCLBBS124_1262	GCA_006228225.1|SAC12_1235	GCA_006228245.1|UCCLB556_1124	GCA_006228265.1|UCCLB95_1145	GCA_006228285.1|UCCLBBS449_1241	GCA_006228305.1|UCCLB521_1118	GCA_006538845.1|LBR02_08520	GCA_006538905.1|LBR03_04740	GCA_009741845.1|GII22_09850	GCA_015238595.1|GNY08_05990	GCA_020509325.1|IAX23_12210	GCA_020741515.1|K8V89_08260	GCA_021383565.1|KB236_03910	GCA_023744035.1|NE295_09625	GCA_024330045.1|NMO39_01150	GCA_025194305.1|EFR96_01315	GCA_025194385.1|EFS16_09555	GCA_025194405.1|EFS18_12525	GCA_025194465.1|EFS17_09965	GCA_025194515.1|EFS12_11755	GCA_025194545.1|EFS11_12880	GCA_025447255.1|N7L94_06310	GCA_026410225.1|OSJ94_08830	GCA_026622905.1|HJNLGKMP_00565	GCA_026626025.1|ORR04_02280	GCA_030378305.1|QTN53_05990	GCA_039839865.1|ABGN26_05655	GCA_900116945.1|NDEPAJBD_01658	GCA_900116975.1|HKAJCJDL_01341	GCA_900116995.1|IKIEPMFM_01410	GCA_900117015.1|BBJIONDP_00874	GCA_900117025.1|PHHBCBHJ_00831	GCA_900117045.1|KIFFLEHN_00392	GCA_902386565.1|JIJAMNCH_01390	GCA_925279105.1|FBDNDNPJ_01977	GCF_001010995.1|AAX72_RS06730	GCF_001923045.1|ADT67_RS03110	GCA_021384395.1|LL940_02975	GCA_021384405.1|LL937_02075	GCA_021384415.1|LLM24_01830	GCA_021384445.1|LL939_02385	GCA_021384495.1|LL934_03005	GCA_021384505.1|LL942_02770	GCA_021384515.1|LL938_01835	GCA_021384555.1|LL945_02770	GCA_021384565.1|LL941_01825	GCA_021384595.1|LL943_01765	GCA_021384615.1|LL936_01350	GCF_001636145.1|AWV73_RS01640
GCA_000807975.1|L747_02230	GCA_000833405.1|N624_1180	GCA_002017995.1|LG101_03070	GCA_002117225.1|AZI09_08950	GCA_002117325.1|AZI10_09290	GCA_002117345.1|AZI11_03520	GCA_002117375.1|AZI12_03535	GCA_002532155.1|OJNHFJDN_01761	GCA_003184305.1|CCS05_03610	GCA_006228205.1|UCCLBBS124_0692	GCA_006228225.1|SAC12_0625	GCA_006228245.1|UCCLB556_0603	GCA_006228265.1|UCCLB95_1660	GCA_006228285.1|UCCLBBS449_0691	GCA_006228305.1|UCCLB521_0595	GCA_006538845.1|LBR02_07550	GCA_006538905.1|LBR03_09070	GCA_009741845.1|GII22_06775	GCA_015238595.1|GNY08_03035	GCA_020509325.1|IAX23_08015	GCA_020741515.1|K8V89_00305	GCA_021384395.1|LL940_06420	GCA_021384405.1|LL937_05650	GCA_021384415.1|LLM24_06195	GCA_021384445.1|LL939_06440	GCA_021384495.1|LL934_05585	GCA_021384505.1|LL942_06260	GCA_021384515.1|LL938_05885	GCA_021384555.1|LL945_06210	GCA_021384565.1|LL941_05655	GCA_021384595.1|LL943_05955	GCA_021384615.1|LL936_05220	GCA_024330045.1|NMO39_03105	GCA_025194305.1|EFR96_02885	GCA_025194385.1|EFS16_03260	GCA_025194405.1|EFS18_07415	GCA_025194465.1|EFS17_03520	GCA_025194515.1|EFS12_07520	GCA_025194545.1|EFS11_08490	GCA_026410225.1|OSJ94_04620	GCA_026622905.1|HJNLGKMP_00872	GCA_030378305.1|QTN53_03190	GCA_039839865.1|ABGN26_02455	GCA_900116945.1|NDEPAJBD_00264	GCA_900116975.1|HKAJCJDL_00496	GCA_900116995.1|IKIEPMFM_00124	GCA_900117015.1|BBJIONDP_02108	GCA_900117025.1|PHHBCBHJ_00155	GCA_900117045.1|KIFFLEHN_00592	GCA_902386565.1|JIJAMNCH_00958	GCA_925279105.1|FBDNDNPJ_00923	GCF_001010995.1|AAX72_RS04655	GCF_001923045.1|ADT67_RS07300	GCA_023744035.1|NE295_06935	GCA_025447255.1|N7L94_03325	GCA_026626025.1|ORR04_11555	GCA_021383565.1|KB236_01335	GCF_001636145.1|AWV73_RS00995
GCA_000807975.1|L747_06740	GCA_002017995.1|LG101_07445	GCA_002117225.1|AZI09_04155	GCA_002117325.1|AZI10_04135	GCA_002117345.1|AZI11_08665	GCA_002117375.1|AZI12_08715	GCA_002532155.1|OJNHFJDN_02247	GCA_003184305.1|CCS05_08310	GCA_006228205.1|UCCLBBS124_1647	GCA_006228225.1|SAC12_1602	GCA_006228245.1|UCCLB556_1465	GCA_006228265.1|UCCLB95_0740	GCA_006228285.1|UCCLBBS449_1681	GCA_006228305.1|UCCLB521_1391	GCA_006538905.1|LBR03_11560	GCA_009741845.1|GII22_09140	GCA_015238595.1|GNY08_08055	GCA_020509325.1|IAX23_02320	GCA_020741515.1|K8V89_06275	GCA_021384395.1|LL940_05220	GCA_021384405.1|LL937_01025	GCA_021384415.1|LLM24_00640	GCA_021384445.1|LL939_01975	GCA_021384495.1|LL934_02290	GCA_021384505.1|LL942_05135	GCA_021384515.1|LL938_01030	GCA_021384555.1|LL945_05135	GCA_021384565.1|LL941_00640	GCA_021384595.1|LL943_00665	GCA_021384615.1|LL936_08260	GCA_023744035.1|NE295_00150	GCA_024330045.1|NMO39_11805	GCA_025194305.1|EFR96_00360	GCA_025194385.1|EFS16_13205	GCA_025194405.1|EFS18_02230	GCA_025194465.1|EFS17_09755	GCA_025194515.1|EFS12_09480	GCA_025194545.1|EFS11_08280	GCA_025447255.1|N7L94_08075	GCA_026410225.1|OSJ94_04975	GCA_026622905.1|HJNLGKMP_01456	GCA_026626025.1|ORR04_04080	GCA_030378305.1|QTN53_07865	GCA_039839865.1|ABGN26_09950	GCA_900116945.1|NDEPAJBD_01561	GCA_900116975.1|HKAJCJDL_00181	GCA_900116995.1|IKIEPMFM_01673	GCA_900117015.1|BBJIONDP_00668	GCA_900117025.1|PHHBCBHJ_00350	GCA_900117045.1|KIFFLEHN_00338	GCA_902386565.1|JIJAMNCH_00691	GCA_925279105.1|FBDNDNPJ_01791	GCF_001010995.1|AAX72_RS03350	GCA_006538845.1|LBR02_10920	GCF_001923045.1|ADT67_RS06290	GCA_021383565.1|KB236_05435	GCF_001636145.1|AWV73_RS00275	GCA_000833405.1|N624_0733
GCA_000807975.1|L747_08905	GCA_000833405.1|N624_0970	GCA_002117225.1|AZI09_09890	GCA_002117325.1|AZI10_10240	GCA_002532155.1|OJNHFJDN_00293	GCA_003184305.1|CCS05_02650	GCA_006228205.1|UCCLBBS124_0510	GCA_006228225.1|SAC12_0452	GCA_006228245.1|UCCLB556_0430	GCA_006228265.1|UCCLB95_1855	GCA_006228285.1|UCCLBBS449_0499	GCA_006228305.1|UCCLB521_0421	GCA_006538845.1|LBR02_14420	GCA_006538905.1|LBR03_15920	GCA_009741845.1|GII22_07795	GCA_015238595.1|GNY08_02120	GCA_020509325.1|IAX23_05380	GCA_020741515.1|K8V89_07630	GCA_021384395.1|LL940_08105	GCA_021384405.1|LL937_07245	GCA_021384415.1|LLM24_07795	GCA_021384445.1|LL939_08070	GCA_021384495.1|LL934_07535	GCA_021384505.1|LL942_07810	GCA_021384515.1|LL938_07520	GCA_021384555.1|LL945_08050	GCA_021384565.1|LL941_07285	GCA_021384595.1|LL943_07695	GCA_021384615.1|LL936_07240	GCA_023744035.1|NE295_06080	GCA_024330045.1|NMO39_06490	GCA_025194305.1|EFR96_11095	GCA_025194385.1|EFS16_09870	GCA_025194405.1|EFS18_02395	GCA_025194465.1|EFS17_02805	GCA_025194545.1|EFS11_06990	GCA_025447255.1|N7L94_02400	GCA_026410225.1|OSJ94_07960	GCA_026626025.1|ORR04_06440	GCA_039839865.1|ABGN26_06245	GCA_900116945.1|NDEPAJBD_00846	GCA_900116975.1|HKAJCJDL_01454	GCA_900116995.1|IKIEPMFM_02598	GCA_900117015.1|BBJIONDP_00599	GCA_900117025.1|PHHBCBHJ_02238	GCA_900117045.1|KIFFLEHN_02732	GCA_902386565.1|JIJAMNCH_01247	GCA_925279105.1|FBDNDNPJ_01406	GCF_001010995.1|AAX72_RS06020	GCF_001923045.1|ADT67_RS08810	GCA_025194515.1|EFS12_04880	GCA_026622905.1|HJNLGKMP_00756	GCA_030378305.1|QTN53_02245	GCA_002117345.1|AZI11_02545	GCA_002117375.1|AZI12_02565	GCA_002017995.1|LG101_02145	GCA_021383565.1|KB236_00315	GCF_001636145.1|AWV73_RS09760
GCA_000807975.1|L747_07470	GCA_000833405.1|N624_1432	GCA_002117225.1|AZI09_03440	GCA_002532155.1|OJNHFJDN_00556	GCA_006228205.1|UCCLBBS124_1790	GCA_006228225.1|SAC12_1754	GCA_006228245.1|UCCLB556_1597	GCA_006228265.1|UCCLB95_0631	GCA_006228285.1|UCCLBBS449_1822	GCA_006228305.1|UCCLB521_1526	GCA_006538845.1|LBR02_05880	GCA_006538905.1|LBR03_16710	GCA_009741845.1|GII22_01910	GCA_015238595.1|GNY08_08775	GCA_020509325.1|IAX23_04065	GCA_020741515.1|K8V89_10200	GCA_021384395.1|LL940_03540	GCA_021384405.1|LL937_02335	GCA_021384415.1|LLM24_02340	GCA_021384445.1|LL939_02865	GCA_021384495.1|LL934_04295	GCA_021384505.1|LL942_03335	GCA_021384515.1|LL938_02295	GCA_021384555.1|LL945_03335	GCA_021384565.1|LL941_02335	GCA_021384595.1|LL943_04170	GCA_021384615.1|LL936_02210	GCA_023744035.1|NE295_00825	GCA_024330045.1|NMO39_04980	GCA_025194305.1|EFR96_03460	GCA_025194385.1|EFS16_02865	GCA_025194405.1|EFS18_03845	GCA_025194465.1|EFS17_02055	GCA_025194515.1|EFS12_11305	GCA_025194545.1|EFS11_06585	GCA_025447255.1|N7L94_08790	GCA_026410225.1|OSJ94_06675	GCA_026622905.1|HJNLGKMP_01326	GCA_026626025.1|ORR04_04795	GCA_030378305.1|QTN53_08580	GCA_039839865.1|ABGN26_00615	GCA_900116945.1|NDEPAJBD_02066	GCA_900116975.1|HKAJCJDL_02217	GCA_900116995.1|IKIEPMFM_01481	GCA_900117015.1|BBJIONDP_00789	GCA_900117025.1|PHHBCBHJ_00561	GCA_900117045.1|KIFFLEHN_01950	GCA_902386565.1|JIJAMNCH_00049	GCA_925279105.1|FBDNDNPJ_00052	GCF_001010995.1|AAX72_RS00255	GCF_001923045.1|ADT67_RS08150	GCA_002017995.1|LG101_08170	GCA_002117325.1|AZI10_03410	GCA_002117345.1|AZI11_09395	GCA_002117375.1|AZI12_09455	GCA_003184305.1|CCS05_08955	GCA_021383565.1|KB236_06180	GCF_001636145.1|AWV73_RS03750
GCA_000807975.1|L747_07500	GCA_000833405.1|N624_1436	GCA_002017995.1|LG101_08190	GCA_002117225.1|AZI09_03420	GCA_002117325.1|AZI10_03390	GCA_002117345.1|AZI11_09415	GCA_002117375.1|AZI12_09475	GCA_002532155.1|OJNHFJDN_00552	GCA_003184305.1|CCS05_08975	GCA_006228205.1|UCCLBBS124_1794	GCA_006228225.1|SAC12_1758	GCA_006228245.1|UCCLB556_1601	GCA_006228265.1|UCCLB95_0627	GCA_006228285.1|UCCLBBS449_1826	GCA_006228305.1|UCCLB521_1530	GCA_006538845.1|LBR02_05920	GCA_006538905.1|LBR03_16750	GCA_009741845.1|GII22_01890	GCA_015238595.1|GNY08_08795	GCA_020509325.1|IAX23_04045	GCA_020741515.1|K8V89_10220	GCA_021383565.1|KB236_06200	GCA_021384395.1|LL940_03560	GCA_021384405.1|LL937_02355	GCA_021384415.1|LLM24_02360	GCA_021384445.1|LL939_02845	GCA_021384495.1|LL934_04315	GCA_021384505.1|LL942_03355	GCA_021384515.1|LL938_02275	GCA_021384555.1|LL945_03355	GCA_021384565.1|LL941_02355	GCA_021384595.1|LL943_04190	GCA_021384615.1|LL936_02230	GCA_023744035.1|NE295_00845	GCA_024330045.1|NMO39_04960	GCA_025194305.1|EFR96_03440	GCA_025194385.1|EFS16_02845	GCA_025194405.1|EFS18_03825	GCA_025194465.1|EFS17_02075	GCA_025194515.1|EFS12_11325	GCA_025194545.1|EFS11_06605	GCA_025447255.1|N7L94_08810	GCA_026410225.1|OSJ94_06700	GCA_026622905.1|HJNLGKMP_01322	GCA_026626025.1|ORR04_04815	GCA_030378305.1|QTN53_08600	GCA_039839865.1|ABGN26_00595	GCA_900116945.1|NDEPAJBD_02070	GCA_900116975.1|HKAJCJDL_02213	GCA_900116995.1|IKIEPMFM_01477	GCA_900117015.1|BBJIONDP_00785	GCA_900117025.1|PHHBCBHJ_00557	GCA_900117045.1|KIFFLEHN_01946	GCA_902386565.1|JIJAMNCH_00053	GCA_925279105.1|FBDNDNPJ_00056	GCF_001010995.1|AAX72_RS00275	GCF_001923045.1|ADT67_RS08170	GCF_001636145.1|AWV73_RS13185
GCA_000807975.1|L747_07495	GCA_000833405.1|N624_1435	GCA_002017995.1|LG101_08185	GCA_002117225.1|AZI09_03425	GCA_002117325.1|AZI10_03395	GCA_002117345.1|AZI11_09410	GCA_002117375.1|AZI12_09470	GCA_002532155.1|OJNHFJDN_00553	GCA_003184305.1|CCS05_08970	GCA_006228205.1|UCCLBBS124_1793	GCA_006228265.1|UCCLB95_0628	GCA_006228285.1|UCCLBBS449_1825	GCA_006228305.1|UCCLB521_1529	GCA_006538845.1|LBR02_05910	GCA_020741515.1|K8V89_10215	GCA_021384395.1|LL940_03555	GCA_021384405.1|LL937_02350	GCA_021384415.1|LLM24_02355	GCA_021384445.1|LL939_02850	GCA_021384495.1|LL934_04310	GCA_021384505.1|LL942_03350	GCA_021384515.1|LL938_02280	GCA_021384555.1|LL945_03350	GCA_021384565.1|LL941_02350	GCA_021384595.1|LL943_04185	GCA_021384615.1|LL936_02225	GCA_023744035.1|NE295_00840	GCA_024330045.1|NMO39_04965	GCA_025194305.1|EFR96_03445	GCA_025194465.1|EFS17_02070	GCA_025447255.1|N7L94_08805	GCA_026410225.1|OSJ94_06695	GCA_026626025.1|ORR04_04810	GCA_039839865.1|ABGN26_00600	GCA_900116945.1|NDEPAJBD_02069	GCA_900116975.1|HKAJCJDL_02214	GCA_900116995.1|IKIEPMFM_01478	GCA_900117015.1|BBJIONDP_00786	GCA_900117025.1|PHHBCBHJ_00558	GCA_900117045.1|KIFFLEHN_01947	GCF_001923045.1|ADT67_RS08165	GCA_006228225.1|SAC12_1757	GCA_006228245.1|UCCLB556_1600	GCA_006538905.1|LBR03_16740	GCA_009741845.1|GII22_01895	GCA_015238595.1|GNY08_08790	GCA_020509325.1|IAX23_04050	GCA_025194385.1|EFS16_02850	GCA_025194405.1|EFS18_03830	GCA_025194515.1|EFS12_11320	GCA_025194545.1|EFS11_06600	GCA_026622905.1|HJNLGKMP_01323	GCA_030378305.1|QTN53_08595	GCA_902386565.1|JIJAMNCH_00052	GCA_925279105.1|FBDNDNPJ_00055	GCF_001010995.1|AAX72_RS00270	GCA_021383565.1|KB236_06195	GCF_001636145.1|AWV73_RS13180
GCA_006538845.1|LBR02_18300	GCA_002117345.1|AZI11_03705	GCA_902386565.1|JIJAMNCH_01580	GCA_000807975.1|L747_02415	GCA_021384565.1|LL941_09505	GCA_021383565.1|KB236_01525	GCA_021384515.1|LL938_09610	GCA_025194405.1|EFS18_01965	GCA_015238595.1|GNY08_03220	GCA_900116975.1|HKAJCJDL_02176	GCA_021384615.1|LL936_09720	GCA_900117025.1|PHHBCBHJ_01556	GCA_021384415.1|LLM24_09900	GCA_021384595.1|LL943_09850	GCF_001636145.1|AWV73_RS01130	GCA_006228245.1|UCCLB556_0638	GCA_025194305.1|EFR96_04385	GCA_925279105.1|FBDNDNPJ_00961	GCA_020741515.1|K8V89_07830	GCA_021384555.1|LL945_09995	GCA_006538905.1|LBR03_09420	GCA_026626025.1|ORR04_11740	GCA_026622905.1|HJNLGKMP_00834	GCA_030378305.1|QTN53_03375	GCA_006228305.1|UCCLB521_0631	GCA_021384445.1|LL939_10245	GCA_039839865.1|ABGN26_02640	GCA_020509325.1|IAX23_07830	GCA_006228225.1|SAC12_0663	GCA_023744035.1|NE295_07120	GCA_021384405.1|LL937_09575	GCA_025194385.1|EFS16_06985	GCA_002117225.1|AZI09_08765	GCA_002532155.1|OJNHFJDN_00051	GCA_002117325.1|AZI10_09105	GCA_003184305.1|CCS05_03795	GCA_026410225.1|OSJ94_04805	GCA_009741845.1|GII22_06960	GCA_006228265.1|UCCLB95_1622	GCA_002017995.1|LG101_03255	GCA_024330045.1|NMO39_02920	GCA_006228285.1|UCCLBBS449_0729	GCA_002117375.1|AZI12_03720	GCA_900117015.1|BBJIONDP_02292	GCA_025194465.1|EFS17_07055	GCA_900117045.1|KIFFLEHN_02403	GCA_021384495.1|LL934_09630	GCA_006228205.1|UCCLBBS124_0728	GCF_001010995.1|AAX72_RS07635	GCA_025194515.1|EFS12_07705	GCA_025194545.1|EFS11_07440	GCA_000833405.1|N624_1222	GCA_900116945.1|NDEPAJBD_00302	GCA_025447255.1|N7L94_03515	GCA_021384395.1|LL940_10295	GCA_021384505.1|LL942_10000	GCA_900116995.1|IKIEPMFM_00291	GCF_001923045.1|ADT67_RS07455
GCA_021384595.1|LL943_11935	GCA_026626025.1|ORR04_01070	GCA_006228225.1|SAC12_0995	GCA_003184305.1|CCS05_05545	GCA_025194305.1|EFR96_09880	GCA_026622905.1|HJNLGKMP_01908	GCA_021384395.1|LL940_04970	GCA_900117015.1|BBJIONDP_02385	GCA_900117045.1|KIFFLEHN_00283	GCA_025194515.1|EFS12_04625	GCA_006538905.1|LBR03_06230	GCA_025194405.1|EFS18_01310	GCA_021384565.1|LL941_11670	GCA_021384405.1|LL937_11640	GCF_001636145.1|AWV73_RS05825	GCA_006228245.1|UCCLB556_0884	GCA_023744035.1|NE295_08455	GCA_925279105.1|FBDNDNPJ_00596	GCA_021384415.1|LLM24_12020	GCA_006228285.1|UCCLBBS449_1497	GCA_900116945.1|NDEPAJBD_00820	GCA_030378305.1|QTN53_04765	GCA_015238595.1|GNY08_04770	GCA_002117375.1|AZI12_05545	GCA_900116975.1|HKAJCJDL_02031	GCA_000807975.1|L747_04065	GCA_002117345.1|AZI11_05500	GCA_039839865.1|ABGN26_01950	GCA_002117325.1|AZI10_07655	GCA_021384615.1|LL936_07000	GCA_024330045.1|NMO39_01425	GCA_025447255.1|N7L94_05000	GCA_020741515.1|K8V89_05420	GCA_900116995.1|IKIEPMFM_00436	GCA_025194545.1|EFS11_06850	GCA_006228265.1|UCCLB95_0910	GCA_025194385.1|EFS16_02145	GCA_009741845.1|GII22_05140	GCA_002532155.1|OJNHFJDN_01983	GCA_000833405.1|N624_2144	GCA_006538845.1|LBR02_04430	GCA_900117025.1|PHHBCBHJ_01796	GCA_021384505.1|LL942_04545	GCA_006228305.1|UCCLB521_0881	GCA_002117225.1|AZI09_07315	GCA_902386565.1|JIJAMNCH_00323	GCF_001923045.1|ADT67_RS08890	GCA_025194465.1|EFS17_12135	GCA_021384495.1|LL934_07010	GCA_021383565.1|KB236_02955	GCA_020509325.1|IAX23_01910	GCA_021384515.1|LL938_11710	GCA_021384555.1|LL945_04545	GCA_026410225.1|OSJ94_03305	GCF_001010995.1|AAX72_RS01565	GCA_006228205.1|UCCLBBS124_0984	GCA_002017995.1|LG101_04780	GCA_021384445.1|LL939_12280
GCA_000807975.1|L747_07430	GCA_000833405.1|N624_1424	GCA_002017995.1|LG101_08130	GCA_002117225.1|AZI09_03480	GCA_002117325.1|AZI10_03450	GCA_002117345.1|AZI11_09355	GCA_002117375.1|AZI12_09415	GCA_002532155.1|OJNHFJDN_00541	GCA_003184305.1|CCS05_08915	GCA_006228205.1|UCCLBBS124_1782	GCA_006228225.1|SAC12_1746	GCA_006228245.1|UCCLB556_1589	GCA_006228265.1|UCCLB95_0639	GCA_006228285.1|UCCLBBS449_1814	GCA_006228305.1|UCCLB521_1518	GCA_006538845.1|LBR02_05800	GCA_006538905.1|LBR03_16630	GCA_009741845.1|GII22_01950	GCA_015238595.1|GNY08_08735	GCA_020509325.1|IAX23_04105	GCA_020741515.1|K8V89_10160	GCA_021384395.1|LL940_03500	GCA_021384405.1|LL937_02295	GCA_021384415.1|LLM24_02300	GCA_021384445.1|LL939_02905	GCA_021384495.1|LL934_04255	GCA_021384505.1|LL942_03295	GCA_021384515.1|LL938_02335	GCA_021384555.1|LL945_03295	GCA_021384565.1|LL941_02295	GCA_021384595.1|LL943_04130	GCA_021384615.1|LL936_02170	GCA_023744035.1|NE295_00785	GCA_024330045.1|NMO39_05020	GCA_025194305.1|EFR96_03500	GCA_025194385.1|EFS16_02905	GCA_025194405.1|EFS18_03885	GCA_025194465.1|EFS17_02015	GCA_025194515.1|EFS12_11265	GCA_025194545.1|EFS11_06545	GCA_025447255.1|N7L94_08750	GCA_026410225.1|OSJ94_06635	GCA_026622905.1|HJNLGKMP_01334	GCA_026626025.1|ORR04_04755	GCA_030378305.1|QTN53_08540	GCA_039839865.1|ABGN26_00655	GCA_900116945.1|NDEPAJBD_02058	GCA_900116975.1|HKAJCJDL_02225	GCA_900116995.1|IKIEPMFM_01489	GCA_900117015.1|BBJIONDP_00797	GCA_900117025.1|PHHBCBHJ_00569	GCA_900117045.1|KIFFLEHN_01958	GCA_902386565.1|JIJAMNCH_00041	GCA_925279105.1|FBDNDNPJ_00044	GCF_001010995.1|AAX72_RS00215	GCF_001923045.1|ADT67_RS08110	GCA_021383565.1|KB236_06140	GCF_001636145.1|AWV73_RS03710
GCA_021384395.1|LL940_10280	GCA_006228225.1|SAC12_0660	GCA_023744035.1|NE295_07105	GCA_020509325.1|IAX23_07845	GCA_006538845.1|LBR02_18330	GCA_900117045.1|KIFFLEHN_02399	GCA_025194405.1|EFS18_01980	GCA_021384405.1|LL937_09590	GCA_025194305.1|EFR96_04400	GCA_002017995.1|LG101_03240	GCA_039839865.1|ABGN26_02625	GCA_002117225.1|AZI09_08780	GCA_021384615.1|LL936_09705	GCA_900116945.1|NDEPAJBD_00299	GCA_026622905.1|HJNLGKMP_00837	GCA_025194465.1|EFS17_07070	GCA_006228265.1|UCCLB95_1625	GCA_026410225.1|OSJ94_04790	GCA_009741845.1|GII22_06945	GCA_006228205.1|UCCLBBS124_0725	GCA_021384495.1|LL934_09645	GCA_003184305.1|CCS05_03780	GCA_021384595.1|LL943_09835	GCA_902386565.1|JIJAMNCH_01583	GCA_006228245.1|UCCLB556_0635	GCA_025447255.1|N7L94_03500	GCA_025194515.1|EFS12_07690	GCA_002117375.1|AZI12_03705	GCF_001636145.1|AWV73_RS01115	GCA_006228305.1|UCCLB521_0628	GCA_026626025.1|ORR04_11725	GCA_002117345.1|AZI11_03690	GCA_900116975.1|HKAJCJDL_02172	GCA_925279105.1|FBDNDNPJ_00958	GCF_001010995.1|AAX72_RS07650	GCA_900117015.1|BBJIONDP_02289	GCA_006538905.1|LBR03_09390	GCA_021384565.1|LL941_09520	GCA_025194545.1|EFS11_07455	GCA_030378305.1|QTN53_03360	GCA_021383565.1|KB236_01510	GCA_021384515.1|LL938_09625	GCA_006228285.1|UCCLBBS449_0726	GCA_015238595.1|GNY08_03205	GCF_001923045.1|ADT67_RS07470	GCA_000807975.1|L747_02400	GCA_025194385.1|EFS16_06970	GCA_002117325.1|AZI10_09120	GCA_021384445.1|LL939_10260	GCA_021384555.1|LL945_10010	GCA_021384415.1|LLM24_09915	GCA_900117025.1|PHHBCBHJ_01553	GCA_002532155.1|OJNHFJDN_00054	GCA_021384505.1|LL942_10015	GCA_024330045.1|NMO39_02935	GCA_900116995.1|IKIEPMFM_02394	GCA_000833405.1|N624_1218	GCA_020741515.1|K8V89_07845
